,productid,marketid,share,share0,delta_true,xi_true,intercept,x1,x2,x3,z1,z2
"61-1",11,2,0.0001581011011391649,0.071702148061203785,-9.3756644055205847,-1.4197190588880912,1,-0.71449949234653609,-1.0636688309934257,-1.1777770232925311,94.266690268656845,104.7150923710666
"62-1",12,2,0.017635675440888402,0.071702148061203785,-3.2127871665513492,-0.42987804002681851,1,-0.30472125170384612,1.2904791412936771,1.2313329838856391,157.63887987144841,125.25234840540575
"63-1",13,2,0.13259997882690353,0.071702148061203785,-3.5915596584134315,1.59584403780229,1,0.51068902701991381,1.0505102099432397,-1.7486029331788742,125.30486492973168,186.60115406724441
"64-1",14,2,9.6044695798702852e-05,0.071702148061203785,-6.334414311763795,0.35119742388849223,1,-2.0908787913913871,0.26497082804932176,0.14029622768977837,60.543756298634342,42.610059706578035
"65-1",15,2,0.00018051041892491566,0.071702148061203785,-7.6045819151107015,-0.64525642169316777,1,-1.4669014939568756,-1.3540201278447692,0.86159612838411104,125.6101385396139,83.644801911059716
"66-1",16,2,0.0039754402676659539,0.071702148061203785,-3.7191878572903212,0.4574683060769667,1,0.67325255356483882,-0.83672150640094656,0.98681278946881956,75.755082877468652,96.174273020795425
"67-1",17,2,0.0099446254830261923,0.071702148061203785,-1.7098542964001977,0.81265261861108129,1,1.1619185150206561,0.39367432683145581,0.92190024313660879,66.842885336267969,89.479333084842963
"68-1",18,2,0.00079753979946444559,0.071702148061203785,-5.1800368287725282,-0.24016143879187307,1,-0.12790503186904886,0.76301524700761247,-0.5749856051192197,94.300877287278766,54.323286889114144
"69-1",19,2,0.00020942480052886254,0.071702148061203785,-9.0391306633533937,-1.4568781332866896,1,-0.45878127125196205,-1.7202624318885131,-0.40320882692622856,177.41011778801527,46.748886243111045
"70-1",20,2,0.00023451388972165025,0.071702148061203785,-6.5085869884525369,-0.33460003809235583,1,-0.54131504054916502,-0.11296938157549805,-0.51970252823551832,51.811779625989047,51.557163992155907
"71-1",21,2,0.00031240987941840202,0.071702148061203785,-6.1757528790241905,1.3081527660323851,1,-1.801247436730169,-0.39792703538828145,-0.28473117293812505,54.861872071061825,43.278502444805696
"72-1",22,2,0.00080098342779771989,0.071702148061203785,-10.052723083031008,0.72980443044290322,1,-2.5197130920376112,-2.4491431147107514,-0.81367130672554977,321.20926371736783,69.844546742364471
"73-1",23,2,0.00062467824555064095,0.071702148061203785,-4.6350336787522721,-0.62398423084719523,1,0.80100348380519437,-0.17973961812110759,0.36768668641083618,51.783476447741798,49.818474996502943
"74-1",24,2,0.14616417245169308,0.071702148061203785,-4.24450366111137,-0.53162113545761425,1,1.6441993112384825,-1.9559589953550152,1.598877158462777,217.9818034066418,180.43329696934109
"75-1",25,2,0.00024247509324155402,0.071702148061203785,-6.1224340297401705,-1.8253064995290016,1,-0.034704252756852003,0.96286801557172552,-0.22529129302604209,114.96007656888754,42.076766650890413
"76-1",26,2,0.00023515808355506403,0.071702148061203785,-5.5742380273512353,0.090271783902460351,1,-1.1342299616895619,0.52582834416147139,-0.056108193725605389,75.069034738153661,40.628915169779674
"77-1",27,2,0.0079723870192955557,0.071702148061203785,-1.8750265831493085,0.4749009812650441,1,2.1010498223219112,0.024929494620872107,0.52409311864286412,53.309639134834747,57.838097069262489
"78-1",28,2,0.00073942126783899673,0.071702148061203785,-5.3492945297937844,-0.84692786044722734,1,0.15917540378513942,-0.72352209956821845,1.0619800264365211,68.485374432779125,104.46385954100715
"79-1",29,2,8.5279840702338048e-05,0.071702148061203785,-7.7418944307275837,-1.9804812891886867,1,-0.15959934259775796,0.14671755127030972,-0.7485313502114489,56.245467809276455,65.032081122559603
"80-1",30,2,0.0033625553343595749,0.071702148061203785,-2.7994879297176776,0.66824102094691418,1,0.2362495405909788,0.82909929399762827,0.46692221474680096,100.68128473623747,54.617359381683777
"81-1",31,2,0.0011872366272335643,0.071702148061203785,-5.383597174524172,0.22217425577069694,1,-0.17988128107963389,0.50056721018634664,-0.92645735940158169,73.358900897546988,79.20049773562846
"82-1",32,2,0.0014221242217546946,0.071702148061203785,-5.4121037360130702,0.023813524664430076,1,0.34332800251294782,0.21158311210834013,-0.9908283752987882,58.426597068397236,85.121864881143537
"83-1",33,2,0.00028426780807919042,0.071702148061203785,-5.2826741755459246,-0.5246314517880446,1,-0.071887296587421823,0.099976237464318732,0.21386833536522279,54.939822528798082,44.365186333795727
"84-1",34,2,0.0046353872862958971,0.071702148061203785,-6.0541645779962581,0.72466405705630255,1,0.37788914173429433,-0.7599276970758474,-1.3967900797110073,70.680773634974472,132.20329955024087
"85-1",35,2,0.0020948778940243556,0.071702148061203785,-3.6270320727410863,0.45396237603759931,1,0.3782857870967361,-0.33085299498419202,0.87157275910877008,53.398602686004907,84.584451777973186
"86-1",36,2,0.0017939759229995574,0.071702148061203785,-3.3331732474737126,0.34073289179772093,1,-0.057699960572528207,0.57741565307791132,0.80637816822318376,78.763588421016891,78.627688868792816
"87-1",37,2,0.0012137049315590431,0.071702148061203785,-5.4498440771427861,-1.0190599695570877,1,0.94186948468880616,0.58744185433096774,-0.96009544660547286,79.513145030996185,82.242077663659643
"88-1",38,2,0.00070783499157280256,0.071702148061203785,-5.5011570827408818,1.4995282248060426,1,-1.2775698811862197,-0.18726115586471095,-0.53585427049599377,51.808786357167016,52.333092391345055
"89-1",39,2,0.0040120566883044533,0.071702148061203785,-4.0861881446624029,0.18125814635850754,1,-1.5128923476652958,0.88258628738764044,1.3628597692567448,106.17161831712151,143.41584333856923
"90-1",40,2,0.0036346883712932952,0.071702148061203785,-4.5754599153666877,0.48814867387802985,1,0.89585941577244532,-1.3239291276278102,0.36446112261064767,121.9624062701061,49.679346703369838
"91-1",41,2,0.00010109509977800666,0.071702148061203785,-7.9625676372722785,-0.19083508930958704,1,-1.6531150212739911,-0.94872609636012062,-0.16989143032857973,84.234477680762225,41.281177990786013
"92-1",42,2,0.00033830729438431194,0.071702148061203785,-6.3186234738708773,-1.3807323677967587,1,0.82027834135708022,-0.16032991968236701,-0.59783952774883264,51.744822066259708,55.557869607411988
"93-1",43,2,0.0007843376613058745,0.071702148061203785,-4.1230649937366941,-0.34732923885774181,1,0.040775964753620844,0.69204909648150337,0.49143918388592278,87.945125452596514,55.95769984098618
"94-1",44,2,0.019719860734977418,0.071702148061203785,-3.5259447076584176,-1.2254372022263165,1,1.2680861366661982,1.5317025635593311,-0.10029620565763071,196.06174624330455,40.725384104666105
"95-1",45,2,0.00041419694955373916,0.071702148061203785,-4.7162412182760924,-1.1017943482724399,1,0.66764432686699005,0.32260173609386256,0.3953070670354949,63.155488133576071,51.05327611291689
"96-1",46,2,0.0015463475278882596,0.071702148061203785,-4.8387324063025785,-0.25645894098765715,1,1.2828186537862276,-0.40419359670561406,-0.46089852239553503,55.022020964504009,48.957016891617052
"97-1",47,2,0.0040755902627662684,0.071702148061203785,-6.9374352679375644,0.23612165465770918,1,0.38787246232736811,-0.99545340094188717,-1.5659759839807543,88.150277496158139,156.78729591490179
"98-1",48,2,0.0015046324077642242,0.071702148061203785,-4.2023787597024143,0.90690791430013895,1,0.077807365527116132,-0.57387729660487929,0.38678325707520983,60.881125722423612,50.663907760573707
"99-1",49,2,0.00041694908745593492,0.071702148061203785,-5.6501371592365377,-0.31491690573064457,1,-0.020819950170639128,0.1566450320299721,-0.47104533536522553,56.551467908323708,49.380500823597579
"100-1",50,2,0.037791770497613772,0.071702148061203785,-3.0957146270424043,-0.38230345728411946,1,0.013588072088180018,1.591694764604505,0.68130599354902976,206.53910290414979,68.413623521028043
"101-1",1,3,0.0088416224253838917,0.091933318659095709,-7.111748884739141,-1.8205461308136595,1,-0.18911655392596424,-1.4682597320496424,1.3661735320501256,130.77058629231507,146.23885695738869
"102-1",2,3,0.020100948081582547,0.091933318659095709,-0.32308839526758831,-0.26721423070303502,1,2.3629872096775557,1.1201332005464824,1.4610054252114086,119.0428058101824,159.59375381808894
"103-1",3,3,0.00013270012163753831,0.091933318659095709,-5.8777034123035508,-0.087357349560937339,1,-1.8526222492322131,0.74285568628942755,0.31942050020017171,78.207806442736413,59.770534801744347
"104-1",4,3,0.0037090423960895206,0.091933318659095709,-4.9094191124511664,0.46194559592680839,1,0.6189219714224945,-0.12739622802247466,-0.86289045177799439,39.384151082737738,96.512068656687603
"105-1",5,3,0.0066909400462017007,0.091933318659095709,-5.9599859580714458,-0.05274923124067267,1,0.91501856503220158,-1.1819116578411122,-0.64034363402186323,95.85467667064944,78.702981314215023
"106-1",6,3,0.00039836227493310361,0.091933318659095709,-5.6768670958499881,-0.96136945221819381,1,0.43772215254570868,-0.39680615551845694,0.24358635934095355,43.024089453078595,57.847814410105215
"107-1",7,3,0.0010996989580422628,0.091933318659095709,-6.4480056407039843,-0.16180729058663743,1,-0.076994274564480922,-0.29777234188766261,-0.91143173366520469,40.825542532378996,101.06764352947864
"108-1",8,3,0.00065606525377571296,0.091933318659095709,-4.6246894477939087,-1.0095144996699399,1,1.0693747829439966,0.18225826333205675,0.13319200559997807,44.345282049571097,56.097331834147141
"109-1",9,3,0.098205965546755994,0.091933318659095709,-1.2687653002505015,0.88185572736976747,1,0.087120882387269144,1.9242052953213131,0.8380527946711489,254.51673545484545,88.64386966989855
"110-1",10,3,0.0030457031649640904,0.091933318659095709,-2.7364463509870554,2.3059370183256904,1,-0.90457371567581679,-0.141462023192789,1.0036523695558592,39.39101842113363,103.64187510406015
"111-1",11,3,0.001299059999561145,0.091933318659095709,-7.9930385510123863,-1.0239954808081282,1,-0.73822232233559526,0.29118009376834231,-1.5220008416370043,48.41557075183691,178.89330157672654
"112-1",12,3,0.0047365542307271887,0.091933318659095709,-1.8399856636469816,0.48933232022232681,1,1.2623360339292446,0.54028320281041586,0.86806277939103094,62.272720669139588,91.154289791932186
"113-1",13,3,0.0028127503624054513,0.091933318659095709,-6.0872786398530394,-0.62028994654440917,1,-0.50329018087750166,-1.1844254189897068,1.2207269065585773,96.124804563274168,127.53836875402706
"114-1",14,3,0.00052791566910633859,0.091933318659095709,-4.8348750446640949,0.29895313475603608,1,-0.50959059606696955,-0.2215240779332725,0.59728649458011163,39.814446613591628,71.827971540187932
"115-1",15,3,0.0010031143536856192,0.091933318659095709,-6.8375699485686994,-0.36489575659875678,1,-0.30907242982384558,-0.056420706398698978,-1.1071810557473984,39.65732717070631,121.87742460624523
"116-1",16,3,0.0019887546022728337,0.091933318659095709,-5.7458668227474874,0.30095628996687612,1,0.13668614536416065,-0.33464835329662007,-0.84886090478190512,41.527289869312455,95.240172592212673
"117-1",17,3,0.054888268028873539,0.091933318659095709,-6.1581399560618166,0.21491780112296774,1,0.60257977105487559,-1.8962358370393786,-0.079401691200280441,198.54733581059983,56.228238353963384
"118-1",18,3,0.0061680828917054439,0.091933318659095709,-4.7551536214629451,1.6804014862343577,1,-0.7450788073242588,-1.1976488972915671,0.50717259691852334,97.556408063552325,67.054787208223175
"119-1",19,3,0.0015006496625727876,0.091933318659095709,-6.1302880101872095,1.4419936407108336,1,-1.2633606060352192,-0.77463654203619292,-0.53428450282663109,60.600772795777281,71.993139752995063
"120-1",20,3,0.0040567687212264272,0.091933318659095709,-4.1652122287747062,1.4899587932033511,1,-0.0079643382929901873,-0.75640955846574087,0.10920287478067403,59.418574105002541,55.881355921673581
"121-1",21,3,0.0004208188253799051,0.091933318659095709,-3.9957691434389151,-0.29705023036723172,1,-0.99641944706808439,0.25931894654386528,2.0383815874525357,47.099737480883547,260.69790445950156
"122-1",22,3,0.41002939901750179,0.091933318659095709,1.3633612059100455,0.89974490339252333,1,0.36117676681288391,0.9630548626156471,4.1393846730889914,100.27726429799293,915.59530284780737
"123-1",23,3,0.0015759591751983984,0.091933318659095709,-3.895316833516584,-1.667715904846421,1,1.0182836177502148,1.3206677677533929,0.43344768582622917,146.6572961686324,63.765729509734058
"124-1",24,3,0.0013136014580624499,0.091933318659095709,-7.0760157305372697,0.039836815760681279,1,-0.62708679243652665,-0.32402993497997812,-1.1647358188814469,41.311002759238256,128.73949632540393
"125-1",25,3,0.0019772500497681252,0.091933318659095709,-5.5969784956172166,-0.55801976402956199,1,0.67045770510957692,-1.1077651472308063,0.39834871053357485,88.17680728337524,62.394673997219385
"126-1",26,3,0.00068025879331275077,0.091933318659095709,-5.2670948821168544,-0.19359343222210976,1,0.07232895675852305,-0.55603429567087681,0.41020388901760874,48.656199247394071,62.843713984048556
"127-1",27,3,0.037519729244159888,0.091933318659095709,-4.9754774763567351,-0.10199056972397824,1,2.1337037947749971,-0.79822329894434751,-1.2089674024634063,62.180904143874528,134.2426983731844
"128-1",28,3,0.00047930822510861893,0.091933318659095709,-4.792291497280126,-0.009944739707994114,1,-0.40386341926711822,-0.23810088887367481,0.85961755056866085,39.983817397045932,90.438534424633858
"129-1",29,3,0.0081807744078765832,0.091933318659095709,-7.3750989398462918,0.034439173786768924,1,-0.19450668306109126,-1.5818295065386183,-0.63320192403335196,146.93508700264124,78.215131899969393
"130-1",30,3,0.0010959768431286552,0.091933318659095709,-5.282387225969015,-0.9856450134378083,1,1.3548097625008326,-0.38757210920436708,-0.26397986582767247,42.776803998075735,60.080666270012593
"131-1",31,3,0.00017106716750813381,0.091933318659095709,-5.0230649376104388,-1.0276422182214999,1,-0.75490671154229927,0.67694897715479874,1.0825350149985609,72.563979060251739,111.76966612288207
"132-1",32,3,0.00081968033955172434,0.091933318659095709,-6.4470881078004609,-0.10775805673988048,1,-0.34530556437635412,-0.11529057557114078,-0.87873391111308541,39.394398689057226,97.972548963064853
"133-1",33,3,0.00088521030235284143,0.091933318659095709,-4.4058706425083152,-0.91156265445790763,1,-0.57705660577281648,1.4061254271550299,0.67662319056737952,159.67164261403636,76.715931460391175
"134-1",34,3,0.00017593133536695984,0.091933318659095709,-8.2169379493541097,-1.3105749151855712,1,-0.97644517840725942,-1.1373946463599851,0.20747679059870675,91.17767134993511,57.13843631946019
"135-1",35,3,0.0055049294210750962,0.091933318659095709,-9.4069025757979023,-1.0578227220980778,1,-0.7460337284623535,-1.2720261491600813,-1.3310199760773909,105.94094720383917,150.46329274858863
"136-1",36,3,0.0065543887073089514,0.091933318659095709,-3.4029843735840206,1.9191827430752932,1,-0.13235430779967083,0.39932681944085718,-0.58913962830049982,53.654132576810042,75.320305851991435
"137-1",37,3,0.089948302331300994,0.091933318659095709,-3.6236996381212059,-0.0053702712793692649,1,2.4762411594154043,0.392210532958084,-1.4867810592153248,53.272756935021135,173.37059519181722
"138-1",38,3,0.03188417704608501,0.091933318659095709,-7.174166244824562,0.27617973804528989,1,-0.94861789383645367,0.45499506182296556,-1.9567231508563638,56.815752346284391,257.47978744714692
"139-1",39,3,0.004192006611198465,0.091933318659095709,-3.7449298063078711,-0.0060139413487562427,1,1.7381738507953242,-0.51883913519632807,0.041749419441888903,47.109066405280068,55.588641531234138
"140-1",40,3,0.0012512036485013527,0.091933318659095709,-4.1004790222027765,-1.043118674453501,1,1.0632564739600359,0.87774564929274124,0.0016375289979476844,91.140274983667609,55.63462302834634
"141-1",41,3,0.00070899004475567632,0.091933318659095709,-5.3210864386769332,-0.45554491333623759,1,0.17883213621043556,0.39723654400414093,-0.44161020555527181,53.541574855101722,67.069382573207591
"142-1",42,3,0.00039818096781376602,0.091933318659095709,-5.9247298039300116,-1.1290294438630644,1,0.53468120077705306,-0.0016855667201402923,-0.32869599412385919,40.218916338952837,62.254192001724249
"143-1",43,3,0.027305220490052677,0.091933318659095709,-5.9522174075569252,1.3391556882892575,1,-0.10252872888135529,-1.5047133888258286,-0.68413097813899892,135.81570269121522,81.807822365017913
"144-1",44,3,6.285790995623803e-05,0.091933318659095709,-6.9502476822188761,-1.9508573618725464,1,-0.33939900547954077,-0.14783631433891584,0.48784499947212645,39.400775383256537,66.138913591117444
"145-1",45,3,0.01126805858479743,0.091933318659095709,-4.0133989375717096,0.55062318418308087,1,-1.3319129267603216,1.7609793482298965,0.006911456775634971,221.68090499026775,55.61920698443064
"146-1",46,3,0.00037924659599447065,0.091933318659095709,-4.7436117427202866,0.094339861953354281,1,-0.926439833932025,-0.14939080045716671,1.2378790297155502,39.403783378721755,129.63143955631131
"147-1",47,3,0.00036699591457622661,0.091933318659095709,-7.8928726773944478,-0.57596921616609964,1,-0.88318627954472795,-0.99858640624854356,-0.43513077543507656,77.89212751323744,66.757897866988273
"148-1",48,3,0.00031207831318168596,0.091933318659095709,-6.6431027298777057,-1.4236779432397708,1,0.39842904774642796,-0.70293662335376639,0.085082788969403064,56.145863954960731,55.723381331863166
