productid,marketid,share,share0,delta_true,xi_true,intercept,x1,x2,x3,z1,z2
25,3,.0019772500497681,.0919333186590957,-5.596978495617217,-.558019764029562,1,.6704577051095769,-1.107765147230806,.3983487105335748,88.17680728337524,62.39467399721939
26,3,.0006802587933128,.0919333186590957,-5.267094882116854,-.1935934322221098,1,.072328956758523,-.5560342956708768,.4102038890176087,48.65619924739407,62.84371398404856
27,3,.0375197292441599,.0919333186590957,-4.975477476356735,-.1019905697239782,1,2.133703794774997,-.7982232989443475,-1.208967402463406,62.18090414387453,134.2426983731844
28,3,.0004793082251086,.0919333186590957,-4.792291497280126,-.0099447397079941,1,-.4038634192671182,-.2381008888736748,.8596175505686608,39.98381739704593,90.43853442463386
29,3,.0081807744078766,.0919333186590957,-7.375098939846292,.0344391737867689,1,-.1945066830610913,-1.581829506538618,-.633201924033352,146.9350870026412,78.21513189996939
30,3,.0010959768431287,.0919333186590957,-5.282387225969015,-.9856450134378083,1,1.354809762500833,-.3875721092043671,-.2639798658276725,42.77680399807574,60.08066627001259
31,3,.0001710671675081,.0919333186590957,-5.023064937610439,-1.0276422182215,1,-.7549067115422993,.6769489771547987,1.082535014998561,72.56397906025174,111.7696661228821
32,3,.0008196803395517,.0919333186590957,-6.447088107800461,-.1077580567398805,1,-.3453055643763541,-.1152905755711408,-.8787339111130854,39.39439868905723,97.97254896306485
33,3,.0008852103023528,.0919333186590957,-4.405870642508315,-.9115626544579076,1,-.5770566057728165,1.40612542715503,.6766231905673795,159.6716426140364,76.71593146039118
34,3,.000175931335367,.0919333186590957,-8.21693794935411,-1.310574915185571,1,-.9764451784072594,-1.137394646359985,.2074767905987067,91.17767134993511,57.13843631946019
35,3,.0055049294210751,.0919333186590957,-9.406902575797902,-1.057822722098078,1,-.7460337284623535,-1.272026149160081,-1.331019976077391,105.9409472038392,150.4632927485886
36,3,.006554388707309,.0919333186590957,-3.402984373584021,1.919182743075293,1,-.1323543077996708,.3993268194408572,-.5891396283004998,53.65413257681004,75.32030585199144
37,3,.089948302331301,.0919333186590957,-3.623699638121206,-.0053702712793693,1,2.476241159415404,.392210532958084,-1.486781059215325,53.27275693502114,173.3705951918172
38,3,.031884177046085,.0919333186590957,-7.174166244824562,.2761797380452899,1,-.9486178938364537,.4549950618229656,-1.956723150856364,56.81575234628439,257.4797874471469
39,3,.0041920066111985,.0919333186590957,-3.744929806307871,-.0060139413487562,1,1.738173850795324,-.5188391351963281,.0417494194418889,47.10906640528007,55.58864153123414
40,3,.0012512036485014,.0919333186590957,-4.100479022202776,-1.043118674453501,1,1.063256473960036,.8777456492927412,.0016375289979477,91.14027498366761,55.63462302834634
41,3,.0007089900447557,.0919333186590957,-5.321086438676933,-.4555449133362376,1,.1788321362104356,.3972365440041409,-.4416102055552718,53.54157485510172,67.06938257320759
42,3,.0003981809678138,.0919333186590957,-5.924729803930012,-1.129029443863064,1,.5346812007770531,-.0016855667201403,-.3286959941238592,40.21891633895284,62.25419200172425
43,3,.0273052204900527,.0919333186590957,-5.952217407556925,1.339155688289257,1,-.1025287288813553,-1.504713388825829,-.6841309781389989,135.8157026912152,81.80782236501791
44,3,.0000628579099562,.0919333186590957,-6.950247682218876,-1.950857361872546,1,-.3393990054795408,-.1478363143389158,.4878449994721265,39.40077538325654,66.13891359111744
45,3,.0112680585847974,.0919333186590957,-4.01339893757171,.5506231841830809,1,-1.331912926760322,1.760979348229897,.006911456775635,221.6809049902677,55.61920698443064
46,3,.0003792465959945,.0919333186590957,-4.743611742720287,.0943398619533543,1,-.926439833932025,-.1493908004571667,1.23787902971555,39.40378337872176,129.6314395563113
47,3,.0003669959145762,.0919333186590957,-7.892872677394448,-.5759692161660996,1,-.8831862795447279,-.9985864062485436,-.4351307754350766,77.89212751323744,66.75789786698827
48,3,.0003120783131817,.0919333186590957,-6.643102729877706,-1.423677943239771,1,.398429047746428,-.7029366233537664,.0850827889694031,56.14586395496073,55.72338133186317
49,3,.0398039546189432,.0919333186590957,-3.53963380416606,1.455603500738856,1,.1166264888680914,.9620570206798154,-1.073920814452823,100.1661004683071,118.0659585877479
50,3,.0009381581595831,.0919333186590957,-4.51764362673699,.7190656516655031,1,-.4192082914462018,.2944590420098609,-.1119600289661532,48.55686435997893,56.65535532925173
1,4,.0019832707037747,.0838938774518218,-6.161159716565757,1.10131210206249,1,-.3385291987547626,-.911604438527657,-1.012338181345827,85.23040223499514,88.37864493678525
2,4,.0007510401687887,.0838938774518218,-7.211309886589875,.2527391004844958,1,-.6565697858652303,-1.331849230517939,-.4756299706912016,129.5983712363068,50.18346963447116
3,4,.0092610088166368,.0838938774518218,-6.594281853618945,-.5494707607964723,1,.9454939092188881,-.1295041323389822,-1.860800869702378,50.61707702646426,208.6985795846685
4,4,.0369857907608803,.0838938774518218,-4.766524281886591,.9383900140324124,1,.231024143154123,-1.513318788778259,.5773803497051322,154.3261244781491,60.61882296278559
5,4,.001168388051486,.0838938774518218,-4.62368814493013,-1.253755349454133,1,.9283253760854708,-.116679529748149,.8184213581866814,50.56942443156793,78.91543548037139
6,4,.0937655160722703,.0838938774518218,-6.391870326500364,.6704833263762112,1,1.048850752450265,-2.314757983999946,-.7964464213268937,303.7081919168702,69.48222984649129
7,4,.0402468939277907,.0838938774518218,-6.748244688098008,-.1468342840491241,1,1.579647134838828,-1.986833680794701,-1.194223858093011,234.6665089638241,107.9884515288045
8,4,.0020320757045292,.0838938774518218,-5.406796324222962,1.307673932676651,1,-.2077156667292855,-.6851341320407633,-.8216204581295642,68.79001286236659,71.44078652935258
9,4,.0021734673236085,.0838938774518218,-4.348192959995353,1.645699985956773,1,-.2510108674256925,-.1359140651892,-.6069680133372342,50.64718241954981,56.81495679242752
10,4,.0003648060625807,.0838938774518218,-7.702567994113974,-1.665588307736555,1,.5032088155658372,-.2223423742327934,-1.317846127710463,51.46232485607309,123.2427990646974
11,4,.0004832100621345,.0838938774518218,-5.265153236999028,-2.036830516014629,1,.215233297620547,.8286573530662871,.7277866283287663,93.25187501348556,71.34042421798642
12,4,.0015078007529569,.0838938774518218,-4.080138351710331,1.084351563141394,1,-.5116821701995561,-.1138881361461185,.4610803914939489,50.56127551266768,53.91037987680501
13,4,.0034500772137652,.0838938774518218,-4.529465770434594,.5711944911838861,1,.6826353281438149,.2467150655979624,-1.030010655360257,56.19167010969167,90.13597878735339
14,4,.0001379908337397,.0838938774518218,-8.348732845292986,-1.704978532773504,1,-.4755795007058713,.0787963565515525,-1.246971168365163,51.91969519884397,114.3065346750994
15,4,.0158635753643369,.0838938774518218,-3.743751825210247,.9039943225067831,1,-1.721291805532994,1.69245569892857,.3810899588873941,211.9519472765709,50.09712088556782
16,4,.0188514576122747,.0838938774518218,-3.690024259406426,-.2390237213120893,1,-.6814328633555896,1.660028140993306,.5704041842679471,206.1209429629986,60.1775263506113
17,4,.0007491706009209,.0838938774518218,-4.793985335064813,.3811487811770992,1,-1.363697975401641,.3519760504308875,.8365878087288418,60.33609998190082,80.5345425148812
18,4,.0049502234950007,.0838938774518218,-5.003104905131996,1.132500965177126,1,.3101020766871211,-1.287984655947193,-.1577232910490499,124.1253058664721,41.41551894686325
19,4,.0117715682796552,.0838938774518218,-1.798291055883544,1.562195184605115,1,1.096073439407355,.1766077969985115,.3668325231054754,54.05836792357903,49.48597879153856
20,4,.0020534279919593,.0838938774518218,-3.651839902954567,.6547888199317553,1,-.2042440344763373,.2363545511936154,.6612607603963994,55.84483945591357,66.31358544295598
21,4,.0005255502790481,.0838938774518218,-8.407079513762167,-1.484381304398307,1,-2.048028171848573,1.249081093134851,-1.123751130650138,141.5183325856235,99.99008070399201
22,4,.0007693097561621,.0838938774518218,-5.024519413003321,-.7486230695175059,1,1.012078252534304,.2085944287909063,-.4965690248110253,54.96950595311851,51.12282487732438
